team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CBJ,2023,CBJ,CBJ,Team Level,5on5,40,0.45,0.47,0.47,118046.0,960.47,78.6,62.71,240.98,32.79,521.76,390.15,75.95,78.9,76.26,901.0,426.0,556.0,1883.0,91.0,95.0,10.0,219.0,6.0,442.0,474.0,810.0,1236.0,121.0,256.0,837.0,559.0,183.0,187.0,1028.0,224.0,75.0,30.21,28.05,20.35,36.0,39.0,16.0,1886.5,1327.0,1328.32,112.0,12.98,15.8,15.92,75.66,75.91,74.49,1090.85,94.64,71.69,269.64,37.31,592.94,438.79,90.5,95.01,90.9,1053.0,452.0,651.0,2156.0,97.0,132.0,13.0,201.0,7.0,513.0,555.0,956.0,1408.0,124.0,268.0,903.0,473.0,201.0,197.0,1144.0,265.0,96.0,34.57,33.0,27.08,45.0,40.0,12.0,2156.66,1505.0,1509.99,95.0,14.87,26.0,26.04,83.47,83.86,81.92
CBJ,2023,CBJ,CBJ,Team Level,4on5,40,0.08,0.09,0.1,10825.0,22.77,2.08,1.18,3.48,0.74,7.6,15.91,2.07,2.08,2.07,24.0,7.0,7.0,38.0,0.0,2.0,0.0,3.0,0.0,7.0,19.0,24.0,31.0,5.0,10.0,78.0,14.0,30.0,4.0,24.0,4.0,3.0,0.6,0.52,0.95,0.0,0.0,0.0,38.0,31.0,31.0,4.0,0.27,0.26,0.14,2.2,2.2,2.19,200.38,24.02,17.88,43.27,6.8,120.69,62.33,22.0,24.02,22.0,187.0,88.0,100.0,375.0,18.0,17.0,2.0,35.0,0.0,116.0,89.0,169.0,257.0,5.0,10.0,104.0,5.0,6.0,15.0,205.0,39.0,31.0,4.9,4.52,14.6,6.0,1.0,11.0,375.0,275.0,275.0,6.0,4.63,4.11,4.11,24.54,24.54,23.23
CBJ,2023,CBJ,CBJ,Team Level,5on4,40,0.85,0.88,0.85,11365.0,177.22,19.44,14.6,39.73,6.04,108.93,57.27,18.14,19.44,18.14,161.0,85.0,93.0,339.0,14.0,13.0,1.0,39.0,1.0,94.0,85.0,147.0,232.0,8.0,16.0,95.0,5.0,9.0,18.0,177.0,49.0,20.0,5.1,5.81,8.55,1.0,7.0,6.0,339.0,246.0,246.0,2.0,3.71,2.63,2.63,20.51,20.51,19.48,32.41,3.33,1.95,5.09,1.13,11.15,21.35,3.24,3.33,3.24,39.0,5.0,2.0,46.0,3.0,1.0,0.0,2.0,0.0,9.0,29.0,36.0,41.0,2.0,4.0,99.0,25.0,31.0,10.0,31.0,7.0,6.0,0.78,0.81,1.74,2.0,0.0,1.0,46.0,44.0,44.0,8.0,0.45,0.27,0.27,3.51,3.51,3.47
DAL,2023,DAL,DAL,Team Level,other,37,0.54,0.5,0.48,5078.0,76.61,17.28,5.87,13.81,2.76,43.18,24.1,16.46,17.28,16.46,70.0,37.0,43.0,150.0,17.0,10.0,2.0,15.0,0.0,38.0,27.0,53.0,90.0,3.0,6.0,73.0,11.0,9.0,13.0,49.0,30.0,28.0,1.99,3.53,11.75,4.0,3.0,10.0,150.0,107.0,107.0,9.0,1.64,3.58,3.58,15.34,15.34,14.92,86.38,14.97,6.12,17.38,3.1,47.26,29.16,13.96,14.97,13.96,83.0,35.0,34.0,152.0,12.0,10.0,3.0,11.0,0.0,46.0,39.0,71.0,106.0,2.0,4.0,64.0,11.0,10.0,14.0,65.0,30.0,23.0,2.61,3.43,8.93,0.0,4.0,8.0,152.0,118.0,118.0,4.0,1.75,3.19,3.19,13.54,13.54,12.76
DAL,2023,DAL,DAL,Team Level,all,37,0.54,0.52,0.51,135428.0,1213.46,123.22,83.98,287.39,41.59,660.73,478.1,117.88,123.18,117.87,1134.0,541.0,676.0,2351.0,133.0,122.0,19.0,215.0,5.0,574.0,626.0,1001.0,1542.0,120.0,263.0,1164.0,481.0,248.0,302.0,1201.0,337.0,137.0,35.72,40.94,46.57,44.0,45.0,44.0,2353.36,1675.0,1673.76,131.0,18.68,27.08,27.11,114.79,114.91,112.08,1153.8,106.5,76.37,277.78,38.26,626.3,457.79,102.73,106.66,102.91,1117.0,466.0,576.0,2159.0,115.0,98.0,22.0,273.0,3.0,495.0,599.0,1002.0,1468.0,108.0,234.0,1014.0,703.0,275.0,290.0,1180.0,284.0,119.0,31.7,34.36,40.43,35.0,38.0,42.0,2154.85,1583.0,1582.79,137.0,17.13,21.61,21.61,102.01,102.27,99.77
DAL,2023,DAL,DAL,Team Level,5on5,37,0.54,0.53,0.53,110208.0,954.73,80.75,62.35,238.4,32.66,520.9,386.94,77.71,80.71,77.71,887.0,435.0,546.0,1868.0,87.0,90.0,12.0,180.0,4.0,444.0,517.0,800.0,1235.0,100.0,223.0,903.0,438.0,205.0,265.0,1005.0,238.0,79.0,29.74,29.02,21.99,36.0,31.0,20.0,1870.36,1322.0,1320.76,114.0,12.95,18.12,18.15,75.55,75.66,74.32,861.51,68.27,53.13,219.62,28.6,461.14,351.23,66.45,68.44,66.63,821.0,361.0,467.0,1649.0,81.0,72.0,14.0,214.0,1.0,353.0,461.0,740.0,1101.0,97.0,212.0,777.0,654.0,226.0,237.0,911.0,199.0,72.0,24.02,24.48,19.78,29.0,32.0,20.0,1644.85,1182.0,1181.79,117.0,11.02,12.95,12.95,66.34,66.6,65.68
DAL,2023,DAL,DAL,Team Level,4on5,37,0.17,0.14,0.15,10544.0,35.7,4.45,1.8,4.8,0.98,10.16,22.81,4.36,4.45,4.36,34.0,11.0,8.0,53.0,5.0,3.0,1.0,0.0,0.0,10.0,27.0,29.0,40.0,5.0,10.0,89.0,18.0,27.0,3.0,26.0,11.0,8.0,0.66,1.45,2.34,1.0,2.0,2.0,53.0,45.0,45.0,3.0,0.41,0.67,0.67,4.2,4.2,4.13,179.48,21.46,16.05,36.81,5.79,109.98,57.89,20.54,21.46,20.54,186.0,62.0,69.0,317.0,19.0,16.0,5.0,44.0,2.0,90.0,77.0,167.0,229.0,7.0,14.0,105.0,15.0,6.0,29.0,177.0,48.0,23.0,4.3,5.64,11.52,4.0,1.0,14.0,317.0,248.0,248.0,9.0,4.1,5.48,5.48,20.09,20.09,19.29
DAL,2023,DAL,DAL,Team Level,5on4,37,0.92,0.87,0.85,9598.0,146.42,20.73,13.97,30.37,5.18,86.49,44.24,19.36,20.73,19.36,143.0,58.0,79.0,280.0,24.0,19.0,4.0,20.0,1.0,82.0,55.0,119.0,177.0,12.0,24.0,99.0,14.0,7.0,21.0,121.0,58.0,22.0,3.33,6.93,10.47,3.0,9.0,12.0,280.0,201.0,201.0,5.0,3.68,4.71,4.71,19.71,19.71,18.71,26.43,1.79,1.08,3.97,0.75,7.91,19.5,1.78,1.79,1.78,27.0,8.0,6.0,41.0,3.0,0.0,0.0,4.0,0.0,6.0,22.0,24.0,32.0,2.0,4.0,68.0,23.0,33.0,10.0,27.0,7.0,1.0,0.78,0.81,0.2,2.0,1.0,0.0,41.0,35.0,35.0,7.0,0.25,0.0,0.0,2.04,2.04,2.04
TOR,2023,TOR,TOR,Team Level,other,36,0.6,0.54,0.56,4581.0,111.37,21.76,8.2,21.36,3.62,53.46,36.59,16.88,21.76,16.88,98.0,47.0,33.0,178.0,19.0,18.0,1.0,17.0,1.0,43.0,47.0,79.0,126.0,3.0,6.0,82.0,10.0,13.0,17.0,71.0,40.0,34.0,3.08,5.12,13.56,6.0,5.0,8.0,178.0,145.0,145.0,3.0,2.36,6.19,6.19,17.93,17.93,15.24,84.11,14.23,5.74,16.35,2.8,41.05,32.85,13.65,14.23,13.65,86.0,27.0,40.0,153.0,16.0,5.0,0.0,23.0,0.0,37.0,32.0,70.0,97.0,4.0,8.0,68.0,20.0,19.0,17.0,65.0,31.0,17.0,2.75,3.66,7.81,6.0,3.0,7.0,153.0,113.0,113.0,7.0,1.59,1.68,1.68,14.15,14.15,13.66
TOR,2023,TOR,TOR,Team Level,all,36,0.53,0.51,0.51,132835.0,1250.07,134.13,86.39,296.37,41.44,656.84,469.83,123.01,134.0,122.91,1192.0,493.0,667.0,2352.0,125.0,128.0,9.0,245.0,7.0,569.0,611.0,1067.0,1560.0,132.0,299.0,1110.0,727.0,271.0,342.0,1190.0,335.0,160.0,34.96,42.14,57.02,41.0,44.0,40.0,2351.52,1685.0,1684.35,180.0,19.65,31.48,31.48,122.3,122.33,116.1,1190.09,119.57,81.56,286.31,40.37,636.33,464.87,114.64,119.67,114.77,1145.0,484.0,643.0,2272.0,118.0,125.0,11.0,239.0,6.0,562.0,579.0,1027.0,1511.0,134.0,310.0,962.0,839.0,266.0,325.0,1184.0,312.0,133.0,34.07,38.26,47.24,44.0,39.0,35.0,2271.94,1629.0,1632.06,188.0,18.22,26.95,27.06,110.72,110.83,108.55
TOR,2023,TOR,TOR,Team Level,5on5,36,0.5,0.5,0.5,108069.0,917.29,80.16,59.69,229.67,30.64,487.39,356.45,76.53,80.03,76.44,883.0,361.0,533.0,1777.0,77.0,88.0,5.0,199.0,6.0,416.0,458.0,806.0,1167.0,116.0,267.0,850.0,679.0,224.0,290.0,921.0,240.0,83.0,26.36,30.35,23.44,28.0,33.0,16.0,1776.52,1244.0,1243.35,161.0,12.48,18.1,18.1,74.54,74.56,72.72,917.44,80.54,61.07,230.6,31.24,492.4,363.15,77.13,80.65,77.25,871.0,388.0,517.0,1776.0,77.0,102.0,10.0,172.0,4.0,439.0,465.0,794.0,1182.0,120.0,282.0,712.0,772.0,205.0,275.0,939.0,236.0,84.0,26.57,29.34,24.63,35.0,29.0,13.0,1775.94,1259.0,1262.06,169.0,12.7,20.73,20.97,72.27,72.39,71.15
TOR,2023,TOR,TOR,Team Level,4on5,36,0.1,0.14,0.16,10184.0,31.8,2.64,1.54,4.99,1.07,10.52,22.25,2.52,2.64,2.52,35.0,8.0,7.0,50.0,3.0,1.0,0.0,1.0,0.0,8.0,30.0,32.0,40.0,6.0,12.0,79.0,31.0,24.0,15.0,34.0,7.0,2.0,0.94,1.03,0.67,3.0,0.0,0.0,50.0,43.0,43.0,14.0,0.36,0.02,0.02,2.97,2.97,2.85,161.34,22.51,13.3,35.44,5.49,94.13,50.13,21.59,22.51,21.59,160.0,61.0,78.0,299.0,21.0,17.0,1.0,41.0,2.0,80.0,60.0,139.0,200.0,7.0,14.0,99.0,17.0,12.0,20.0,154.0,36.0,31.0,4.0,4.03,14.48,2.0,4.0,15.0,299.0,221.0,221.0,3.0,3.59,4.39,4.28,21.83,21.83,21.27
TOR,2023,TOR,TOR,Team Level,5on4,36,0.93,0.89,0.88,10001.0,189.62,29.58,16.96,40.34,6.12,105.46,54.54,27.07,29.58,27.07,176.0,77.0,94.0,347.0,26.0,21.0,3.0,28.0,0.0,102.0,76.0,150.0,227.0,7.0,14.0,99.0,7.0,10.0,20.0,164.0,48.0,41.0,4.58,5.64,19.36,4.0,6.0,16.0,347.0,253.0,253.0,2.0,4.46,7.17,7.17,26.86,26.86,25.29,27.21,2.29,1.45,3.91,0.85,8.76,18.75,2.28,2.29,2.28,28.0,8.0,8.0,44.0,4.0,1.0,0.0,3.0,0.0,6.0,22.0,24.0,32.0,3.0,6.0,83.0,30.0,30.0,13.0,26.0,9.0,1.0,0.75,1.22,0.32,1.0,3.0,0.0,44.0,36.0,36.0,9.0,0.33,0.14,0.14,2.47,2.47,2.47
SEA,2023,SEA,SEA,Team Level,other,39,0.45,0.47,0.43,5058.0,70.09,12.69,4.79,13.86,2.5,34.98,26.18,12.07,12.69,12.07,65.0,30.0,45.0,140.0,10.0,2.0,0.0,7.0,0.0,33.0,43.0,55.0,85.0,3.0,6.0,68.0,10.0,14.0,12.0,51.0,23.0,21.0,2.02,2.47,8.19,2.0,2.0,6.0,140.0,95.0,95.0,6.0,1.39,0.78,0.78,13.3,13.3,12.83,88.14,15.25,6.39,17.66,3.08,52.64,29.98,14.02,15.25,14.02,77.0,48.0,35.0,160.0,17.0,6.0,2.0,19.0,2.0,47.0,34.0,60.0,108.0,2.0,4.0,71.0,12.0,16.0,11.0,80.0,26.0,19.0,2.95,3.18,9.11,3.0,3.0,11.0,160.0,125.0,125.0,4.0,1.87,2.23,2.23,14.89,14.89,14.15
SEA,2023,SEA,SEA,Team Level,all,39,0.51,0.51,0.5,143526.0,1222.44,110.64,82.42,300.17,41.06,674.85,482.87,106.08,111.55,106.95,1151.0,541.0,733.0,2425.0,105.0,116.0,15.0,226.0,3.0,600.0,642.0,1046.0,1587.0,135.0,305.0,1079.0,672.0,325.0,218.0,1287.0,284.0,121.0,35.97,34.7,39.98,43.0,32.0,30.0,2433.74,1692.0,1698.84,106.0,18.25,22.36,22.36,106.53,107.18,103.93,1223.63,108.39,81.27,303.04,41.6,682.65,487.06,103.75,108.79,104.18,1155.0,549.0,624.0,2328.0,111.0,116.0,15.0,302.0,6.0,578.0,591.0,1044.0,1593.0,134.0,297.0,1139.0,652.0,346.0,287.0,1308.0,285.0,111.0,34.61,34.42,39.36,30.0,40.0,41.0,2332.27,1704.0,1707.05,124.0,18.24,22.18,22.18,104.45,104.83,102.19
SEA,2023,SEA,SEA,Team Level,5on5,39,0.52,0.52,0.51,116604.0,962.16,75.98,61.53,246.38,32.23,530.79,389.1,73.88,76.88,74.76,913.0,423.0,582.0,1918.0,72.0,90.0,12.0,201.0,2.0,460.0,511.0,841.0,1264.0,118.0,269.0,826.0,634.0,273.0,182.0,1037.0,228.0,71.0,28.57,28.14,19.27,31.0,27.0,14.0,1926.74,1336.0,1342.84,87.0,12.72,16.43,16.43,72.27,72.92,71.69,939.54,69.91,58.54,243.71,31.85,517.05,384.94,67.64,70.31,68.07,894.0,412.0,496.0,1802.0,69.0,90.0,9.0,248.0,3.0,436.0,460.0,825.0,1237.0,121.0,271.0,877.0,612.0,288.0,240.0,1031.0,215.0,60.0,26.64,25.89,17.37,22.0,29.0,18.0,1806.27,1306.0,1309.05,114.0,12.12,15.03,15.03,67.0,67.38,66.15
SEA,2023,SEA,SEA,Team Level,4on5,39,0.11,0.1,0.13,10526.0,25.82,2.53,1.3,3.76,0.94,8.05,17.41,2.4,2.53,2.4,26.0,8.0,1.0,35.0,2.0,4.0,1.0,0.0,1.0,4.0,23.0,24.0,32.0,5.0,12.0,75.0,24.0,28.0,10.0,27.0,2.0,5.0,0.89,0.18,1.46,1.0,0.0,1.0,35.0,34.0,34.0,8.0,0.3,0.89,0.89,1.93,1.93,1.9,166.73,20.29,14.74,37.29,5.72,103.39,52.59,19.18,20.29,19.18,153.0,81.0,86.0,320.0,20.0,19.0,3.0,33.0,1.0,89.0,72.0,133.0,214.0,6.0,12.0,97.0,6.0,16.0,28.0,172.0,35.0,27.0,4.44,4.21,11.63,4.0,6.0,10.0,320.0,234.0,234.0,0.0,3.88,4.66,4.66,19.5,19.5,18.84
SEA,2023,SEA,SEA,Team Level,5on4,39,0.87,0.88,0.85,11338.0,164.36,19.45,14.79,36.16,5.39,101.03,50.18,17.74,19.45,17.74,147.0,80.0,105.0,332.0,21.0,20.0,2.0,18.0,0.0,103.0,65.0,126.0,206.0,9.0,18.0,110.0,4.0,10.0,14.0,172.0,31.0,24.0,4.5,3.89,11.05,9.0,3.0,9.0,332.0,227.0,227.0,5.0,3.84,4.26,4.26,19.03,19.03,17.51,29.21,2.95,1.6,4.38,0.95,9.58,19.55,2.9,2.95,2.9,31.0,8.0,7.0,46.0,5.0,1.0,1.0,2.0,0.0,6.0,25.0,26.0,34.0,5.0,10.0,94.0,22.0,26.0,8.0,25.0,9.0,5.0,0.58,1.13,1.24,1.0,2.0,2.0,46.0,39.0,39.0,6.0,0.37,0.27,0.27,3.05,3.05,3.05
BOS,2023,BOS,BOS,Team Level,other,37,0.47,0.44,0.43,6402.0,82.1,15.07,5.55,15.68,2.8,40.45,30.45,14.0,15.07,14.0,91.0,19.0,42.0,152.0,13.0,8.0,0.0,13.0,1.0,40.0,35.0,78.0,97.0,8.0,19.0,100.0,20.0,14.0,21.0,63.0,25.0,22.0,2.56,3.15,9.37,3.0,4.0,6.0,152.0,110.0,110.0,7.0,1.55,2.38,2.38,14.24,14.24,13.54,105.36,16.72,8.71,21.52,3.96,60.06,32.03,15.12,16.72,15.12,100.0,43.0,47.0,190.0,17.0,18.0,5.0,22.0,3.0,44.0,39.0,83.0,126.0,5.0,11.0,71.0,19.0,11.0,14.0,74.0,44.0,25.0,2.78,5.25,8.69,4.0,5.0,8.0,190.0,143.0,143.0,4.0,2.51,4.5,4.5,14.72,14.72,13.77
BOS,2023,BOS,BOS,Team Level,all,37,0.5,0.48,0.48,135112.0,1152.36,117.88,80.22,267.67,39.1,622.42,455.71,111.81,119.4,113.22,1129.0,454.0,584.0,2167.0,121.0,114.0,15.0,199.0,8.0,551.0,590.0,1008.0,1462.0,160.0,353.0,1048.0,666.0,208.0,264.0,1150.0,300.0,133.0,33.2,37.52,47.16,40.0,42.0,39.0,2211.07,1583.0,1613.41,112.0,17.93,26.2,26.2,109.61,110.88,107.8,1244.23,117.28,86.16,296.65,42.17,671.12,485.64,110.82,116.43,110.03,1187.0,512.0,629.0,2328.0,98.0,133.0,25.0,263.0,14.0,577.0,614.0,1089.0,1601.0,134.0,293.0,1102.0,749.0,287.0,293.0,1250.0,311.0,138.0,34.88,39.08,43.32,33.0,26.0,39.0,2291.14,1699.0,1676.13,120.0,19.42,29.41,29.41,107.28,106.5,102.98
BOS,2023,BOS,BOS,Team Level,5on5,37,0.49,0.48,0.48,106793.0,868.59,74.3,57.29,212.29,29.61,475.1,353.42,71.37,75.81,72.79,833.0,369.0,461.0,1663.0,79.0,85.0,14.0,154.0,6.0,407.0,471.0,754.0,1123.0,135.0,302.0,747.0,605.0,160.0,206.0,918.0,209.0,75.0,26.1,25.66,22.52,34.0,27.0,18.0,1707.07,1202.0,1232.41,95.0,11.88,19.24,19.24,66.93,68.2,67.17,934.26,76.16,59.5,235.37,31.62,502.32,378.02,72.93,75.3,72.13,880.0,403.0,489.0,1772.0,61.0,91.0,15.0,205.0,10.0,440.0,476.0,819.0,1222.0,115.0,254.0,839.0,694.0,244.0,235.0,991.0,214.0,78.0,27.25,27.09,21.82,26.0,15.0,20.0,1735.14,1283.0,1260.13,100.0,12.34,18.24,18.5,69.99,69.22,67.69
BOS,2023,BOS,BOS,Team Level,4on5,37,0.14,0.14,0.17,12079.0,34.65,3.45,1.8,5.27,1.05,11.08,23.36,3.38,3.45,3.38,36.0,10.0,5.0,51.0,1.0,0.0,0.0,7.0,0.0,6.0,32.0,35.0,45.0,9.0,16.0,99.0,32.0,28.0,13.0,34.0,8.0,4.0,1.06,1.11,1.28,1.0,0.0,0.0,51.0,46.0,46.0,9.0,0.42,0.0,0.0,3.86,3.86,3.79,170.84,20.74,16.14,34.91,5.55,98.35,53.3,19.16,20.74,19.16,172.0,57.0,87.0,316.0,18.0,22.0,5.0,35.0,0.0,87.0,67.0,154.0,211.0,12.0,24.0,118.0,11.0,12.0,33.0,157.0,44.0,28.0,4.24,5.53,10.97,3.0,4.0,11.0,316.0,229.0,229.0,5.0,4.16,6.07,5.8,19.09,19.09,18.09
BOS,2023,BOS,BOS,Team Level,5on4,37,0.87,0.86,0.84,9838.0,167.03,25.05,15.58,34.44,5.65,95.8,48.47,23.04,25.05,23.04,169.0,56.0,76.0,301.0,28.0,21.0,1.0,25.0,1.0,98.0,52.0,141.0,197.0,8.0,16.0,102.0,9.0,6.0,24.0,135.0,58.0,32.0,3.46,7.6,13.99,2.0,11.0,15.0,301.0,225.0,225.0,1.0,4.08,4.57,4.57,24.58,24.58,23.3,33.77,3.66,1.81,4.84,1.03,10.38,22.28,3.6,3.66,3.6,35.0,9.0,6.0,50.0,2.0,2.0,0.0,1.0,1.0,6.0,32.0,33.0,42.0,2.0,4.0,74.0,25.0,20.0,11.0,28.0,9.0,7.0,0.62,1.21,1.83,0.0,2.0,0.0,50.0,44.0,44.0,11.0,0.42,0.61,0.61,3.47,3.47,3.43
DET,2023,DET,DET,Team Level,other,39,0.52,0.55,0.54,5694.0,86.85,17.17,5.95,16.04,2.96,44.53,31.35,16.24,17.17,16.24,86.0,32.0,37.0,155.0,18.0,9.0,2.0,14.0,0.0,34.0,43.0,68.0,100.0,5.0,8.0,71.0,18.0,13.0,7.0,66.0,27.0,25.0,2.54,3.31,11.32,3.0,4.0,11.0,155.0,118.0,118.0,3.0,1.71,3.1,3.1,15.79,15.79,15.28,74.36,15.77,4.66,14.0,2.5,34.33,30.75,14.95,15.77,14.95,71.0,31.0,23.0,125.0,15.0,5.0,1.0,10.0,0.0,39.0,33.0,56.0,87.0,5.0,10.0,61.0,10.0,16.0,13.0,57.0,23.0,22.0,2.39,2.72,10.66,2.0,3.0,10.0,125.0,102.0,102.0,4.0,1.36,1.31,1.31,15.82,15.82,15.07
DET,2023,DET,DET,Team Level,all,39,0.49,0.47,0.47,142158.0,1201.23,122.12,81.74,283.93,40.26,644.7,467.26,115.74,122.74,116.33,1164.0,476.0,586.0,2226.0,139.0,125.0,24.0,222.0,6.0,516.0,632.0,1025.0,1501.0,164.0,347.0,1117.0,535.0,200.0,268.0,1209.0,290.0,141.0,34.11,35.41,52.6,50.0,43.0,46.0,2225.92,1640.0,1641.63,140.0,18.56,27.67,27.85,112.83,113.5,110.02,1330.87,125.25,89.56,325.99,45.44,717.67,531.08,119.25,125.64,119.65,1256.0,579.0,669.0,2504.0,134.0,135.0,11.0,252.0,3.0,638.0,673.0,1122.0,1701.0,185.0,388.0,1138.0,537.0,201.0,251.0,1380.0,328.0,127.0,39.21,41.19,44.84,49.0,51.0,34.0,2509.41,1835.0,1841.37,127.0,20.11,25.48,25.48,119.88,120.21,116.92
DET,2023,DET,DET,Team Level,5on5,39,0.47,0.46,0.46,110960.0,860.57,69.69,55.05,216.08,29.32,462.1,347.76,66.7,70.31,67.29,819.0,361.0,452.0,1632.0,89.0,90.0,16.0,164.0,6.0,359.0,472.0,730.0,1091.0,139.0,296.0,822.0,472.0,167.0,217.0,915.0,196.0,69.0,25.49,24.17,20.03,43.0,31.0,15.0,1631.92,1180.0,1181.63,122.0,11.39,17.66,18.22,62.88,63.54,62.56,1008.56,78.17,64.62,259.83,34.34,552.86,406.19,75.34,78.56,75.74,946.0,450.0,535.0,1931.0,90.0,95.0,7.0,205.0,3.0,474.0,529.0,856.0,1306.0,155.0,330.0,838.0,488.0,158.0,211.0,1093.0,239.0,64.0,30.63,30.1,17.43,38.0,41.0,11.0,1936.41,1396.0,1402.37,116.0,13.43,16.0,16.28,75.31,75.64,74.24
DET,2023,DET,DET,Team Level,4on5,39,0.14,0.11,0.14,11814.0,33.5,4.4,1.87,4.74,1.05,10.32,20.62,4.12,4.4,4.12,38.0,5.0,2.0,45.0,3.0,2.0,1.0,3.0,0.0,9.0,26.0,35.0,40.0,8.0,16.0,86.0,34.0,16.0,14.0,27.0,7.0,9.0,0.58,0.98,2.84,0.0,2.0,1.0,45.0,43.0,43.0,14.0,0.43,0.79,0.79,4.05,4.05,3.96,198.87,27.22,18.17,44.88,7.14,115.88,58.71,24.93,27.22,24.93,187.0,85.0,105.0,377.0,23.0,31.0,3.0,34.0,0.0,117.0,67.0,164.0,249.0,17.0,32.0,123.0,12.0,8.0,18.0,179.0,57.0,36.0,4.91,7.18,15.12,6.0,5.0,12.0,377.0,272.0,272.0,0.0,4.83,7.22,6.95,25.1,25.1,23.98
DET,2023,DET,DET,Team Level,5on4,39,0.88,0.85,0.82,13690.0,220.3,30.85,18.87,47.07,6.92,127.75,67.53,28.68,30.85,28.68,221.0,78.0,95.0,394.0,29.0,24.0,5.0,41.0,0.0,114.0,91.0,192.0,270.0,12.0,27.0,138.0,11.0,4.0,30.0,201.0,60.0,38.0,5.5,6.94,18.41,4.0,6.0,19.0,394.0,299.0,299.0,1.0,5.02,6.12,5.75,30.13,30.13,28.22,49.09,4.1,2.11,7.29,1.47,14.6,35.44,4.03,4.1,4.03,52.0,13.0,6.0,71.0,6.0,4.0,0.0,3.0,0.0,8.0,44.0,46.0,59.0,8.0,16.0,116.0,27.0,19.0,9.0,51.0,9.0,5.0,1.28,1.18,1.64,3.0,2.0,1.0,71.0,65.0,65.0,7.0,0.5,0.95,0.95,3.65,3.65,3.63
NJD,2023,NJD,NJD,Team Level,other,37,0.51,0.55,0.53,5756.0,83.18,19.95,6.3,14.79,2.95,43.37,24.64,17.7,19.95,17.7,86.0,26.0,44.0,156.0,22.0,12.0,1.0,13.0,1.0,37.0,27.0,64.0,90.0,2.0,4.0,67.0,11.0,10.0,13.0,47.0,33.0,32.0,2.24,4.19,13.53,7.0,5.0,10.0,156.0,112.0,112.0,7.0,1.78,3.33,3.33,18.41,18.41,16.88,72.94,19.39,4.99,13.04,2.38,37.66,23.55,17.98,19.39,17.98,73.0,28.0,26.0,127.0,18.0,5.0,2.0,15.0,0.0,32.0,31.0,55.0,83.0,7.0,17.0,63.0,7.0,11.0,9.0,51.0,21.0,29.0,2.13,2.46,14.8,2.0,2.0,14.0,127.0,101.0,101.0,1.0,1.4,2.05,2.05,18.73,18.73,17.43
